,Company_Brand,Founded,HeadQuarter,Sector,What_it_does,Founders,Investor,Amount,Stage,Year_data_collected,Grouped_Sector
2630,Edyoo,2015,"Bengaluru, Karnataka, India",Education,"Edyoo.com is a technology platform that offers the most intuitive design, flexibility, and ease of use.",N/A,N/A,1000000,Seed,2018,
2631,Chtrbox,2015,"Mumbai, Maharashtra, India","Advertising, Internet, Marketing",Chtrbox connects social media influencers with brands .,N/A,N/A,146000,Angel,2018,
2632,Aashiyaan Housing and Development Finance,2015,"Kolkata, West Bengal, India",Financial Services,Provide housing finance to those in the informal sector enabling the hither to un-served to own a home of their own.,N/A,N/A,1971000,Seed,2018,Finance
2633,BetterPlace Safety Solutions Pvt. Ltd.,2015,"Bangalore City, Karnataka, India","Human Resources, Security, Training","BetterPlace provides businesses with contractor workforce management, including onboarding, training, and background checks.",N/A,N/A,3000000,SeriesA,2018,
2634,Cashkumar,2015,"Bengaluru, Karnataka, India","Consumer Lending, Finance, FinTech",A P2P Lending Platform connecting millions of financially under-served & new to credit borrowers with investment savvy lenders in India,N/A,N/A,730000,Seed,2018,
2635,Rocketium,2015,"Bangalore, Karnataka, India","Marketing, Social Media, Video",Easy video creation for social media.,N/A,N/A,292000,Seed,2018,
2636,FreightBazaar,2015,"Hyderabad, Andhra Pradesh, India",Transportation,FreightBazaar.com is an online platform that connects Truck suppliers with Truck users.,N/A,N/A,0,Seed,2018,
2637,OPEN,2015,"Bangalore, Karnataka, India",Banking,Open up to a new world of Banking,N/A,N/A,0,Seed,2018,
2638,mfine,2015,"Bengaluru, Karnataka, India","Health Care, Hospital",Hospital & Health Care Start up,N/A,N/A,4200000,SeriesA,2018,
2639,Earth Food,2015,"Pune, Maharashtra, India","Food and Beverage, Food Processing",Earth Food is a healthy Food Start Up.,N/A,N/A,934400,Seed,2018,
2640,Charcoal Eats,2015,"Mumbai, Maharashtra, India",Food Processing,Charcoal Eats aims to bring Dominos style standardisation.,N/A,N/A,730000,Seed,2018,
2641,Wishfie,2015,"Bangalore, Karnataka, India",Apps,A platform for people to express their opinions in form of short videos around any topic.,N/A,N/A,0,Seed,2018,
2642,The Social Hook,2015,"Bengaluru, Karnataka, India",Marketing,Fast growing Influencer Marketing platform in India.,N/A,N/A,0,Seed,2018,
2643,FreightBro,2015,"Mumbai, Maharashtra, India","Apps, B2B, Freight Service, Logistics, SaaS, Shipping, Supply Chain Management, Transportation",Software for the new-age freight,N/A,N/A,0,Seed,2018,
2644,Finwego,2015,"Chennai, Tamil Nadu, India",—,Finwego partners with Small and Medium Businesses in India to offer convenient and responsible credit to their employees,N/A,N/A,0,Seed,2018,
2645,Cricnwin,2015,"Gurgaon, Haryana, India","Digital Entertainment, Fantasy Sports, Gaming, Sports",Cricnwin is a Gurugram - based Fan Engagement Platform,N/A,N/A,0,Seed,2018,
2647,Wicked Ride Adventure Services Private Limited,2015,"Bangalore, Karnataka, India","Automotive, Last Mile Transportation, Peer to Peer, Ride Sharing",Peer-to-Peer motor vehicles sharing,N/A,N/A,10000000,Venture-SeriesUnknown,2018,
2648,Career Anna,2015,"Bangalore, Karnataka, India","Commercial, E-Learning, Education",India's Go to Career Commerce Portal,N/A,N/A,584000,Seed,2018,
2649,ERUDITUS Executive Education,2015,"Mumbai, Maharashtra, India","Continuing Education, EdTech, Education, Skill Assessment","Eruditus, promoted by Alumni of INSEAD and other top business schools, delivers high quality executive education programmes",N/A,N/A,40000000,SeriesC,2018,
2650,Gaia Smart Cities,2015,"Mumbai, Maharashtra, India","Smart Cities, Telecommunications",Gaia Smart Cities is an early leader in the rapidly-emerging Internet of Things (IoT) marketplace.,N/A,N/A,0,Seed,2018,
2651,Square Off,2015,"Mumbai, Maharashtra, India","Internet of Things, Robotics",Delivering Imagination,N/A,N/A,1100000,Seed,2018,
2652,UrbanClap,2015,"Delhi, Delhi, India","Apps, Home Services, Information Services, Information Technology",UrbanClap is India's leading managed marketplace for home services.,N/A,N/A,50000000,SeriesD,2018,
2653,Hospals,2015,"New Delhi, Delhi, India","Medical, Tourism",Hospals is a medical tourism company.,N/A,N/A,1500000,Seed,2018,
2654,Kogta Financial India Limited,2015,"Jaipur, Rajasthan, India",Financial Services,Kogta Financial (India) Ltd is a retail-focused non banking financial company .,N/A,N/A,22484000,SeriesB,2018,Finance
2655,Perspectico,2015,"New Delhi, Delhi, India","Career Planning, Education, Internet",An Education Management startup.,N/A,N/A,0,Seed,2018,
2656,The Souled Store,2015,"Mumbai, Maharashtra, India","Fashion, Graphic Design, Wearables","The Souled Store bring to you awesome t-shirts, framed prints, badges, notebooks, coasters.",N/A,N/A,3000000,Venture-SeriesUnknown,2018,
2657,Hush - Speak Up. Make Work Better,2015,"Bangalore, Karnataka, India","Communities, Leisure, Mobile Apps, Software",Enabling diversity of opinions in organizations,N/A,N/A,657000,Seed,2018,
2658,Drivezy,2015,"Bengaluru, Karnataka, India","Automotive, Rental, Sharing Economy",Drivezy is India's largest vehicle sharing platform which helps people turn their vehicles into earning members of their family.,N/A,N/A,100000000,DebtFinancing,2018,
2659,Freyr Energy,2015,"Hyderabad, Andhra Pradesh, India","Energy, Environmental Consulting, Renewable Energy, Solar","Freyr Energy is a company that provides full service solar provider based in Hyderabad, India.",N/A,N/A,1500000,SeriesA,2018,
2660,NIRAMAI Health Analytix,2015,"Bangalore, Karnataka, India","Health Care, Hospital",NIRAMAI has developed a novel breast cancer screening solution that uses Thermalytix.,N/A,N/A,6000000,Seed,2018,
2661,CloudSek,2015,"Bengaluru, Karnataka, India","Information Technology, SaaS, Security",Cloudsek is an Infosec Risk assessment company which provides intelligence needed to tackle online threats.,N/A,N/A,2044000,Seed,2018,
2662,Lendbox,2015,"Delhi, Delhi, India","Crowdfunding, Financial Services, Internet",Lendbox is India's leading peer-to-peer lending online lending platform.,N/A,N/A,876000,Seed,2018,
2663,Verloop,2015,"Bangalore, Karnataka, India","Customer Service, Information Technology, Internet, Sales Automation",Verloop is an automated customer support and engagement platform.,N/A,N/A,3000000,SeriesA,2018,
2664,Flickstree,2015,"Mumbai, Maharashtra, India","Advertising, Artificial Intelligence, Digital Media, iOS, Location Based Services, News, Video, Video on Demand, Video Streaming","Flickstree is a smart video content aggregator, powered by Artificial Intelligence.",N/A,N/A,0,Seed,2018,
2665,Paymatrix,2015,"Hyderabad, Andhra Pradesh, India","Credit Cards, Payments, Property Insurance, Property Management, Rental Property",India's Leading Property Rent management platform,N/A,N/A,100000,Seed,2018,
2666,Idha Skin Clinic,2015,"Bangalore City, Karnataka, India","Beauty, Cosmetics, Health Care, Service Industry",Idha skin clinic jayanagar is dedicated to restore health and natural beauty to your skin.,N/A,N/A,73000,Seed,2018,
2667,InCred,2015,"Mumbai, Maharashtra, India","Banking, Finance, Financial Services",InCred Finance is a mumbai-based non-banking financial company,N/A,N/A,41900000,PrivateEquity,2018,
2668,Vedantu,2015,"Bangalore, Karnataka, India","EdTech, Education, Mobile, Tutoring",Vedantu provides personalized LIVE Online Tutoring. Vedantu aims to democratize teaching by creating a marketplace of Teachers,N/A,N/A,11000000,SeriesB,2018,
2669,Sportido,2015,"Noida, Uttar Pradesh, India","Social Media, Sports",Sportido is a sports discovery app that helps you find people and places to play 700+ sports around you.,N/A,N/A,0,Seed,2018,
2670,Stelis Biopharma,2015,"Bangalore, Karnataka, India",Biopharma,Stelis Biopharma is a vertically integrated biopharmaceutical company,N/A,N/A,100000000,SeriesB,2018,
2671,Magicpin,2015,"Gurgaon, Haryana, India","E-Commerce, E-Commerce Platforms, Retail","Magicpin is a platform where users and merchants in a locality discover, interact, and transact.",N/A,N/A,20586000,SeriesC,2018,
2672,Try & Buy,2015,"New Delhi, Delhi, India","E-Commerce, Fashion, Shopping",Try & Buy,N/A,N/A,0,Seed,2018,
2673,Mech Mocha,2015,"Bangalore, Karnataka, India","Digital Entertainment, Mobile, PC Games",Mech Mocha is a mobile gaming startup based in Bangalore working towards ‘Making India Play’ .,N/A,N/A,3530000,SeriesB,2018,
2674,Aye Finance,2015,"Gurgaon, Haryana, India","Finance, Financial Services, Small and Medium Businesses",Aye Finance provides financial services to micro and small businesses in Northern India.,N/A,N/A,1051200,DebtFinancing,2018,
2675,Aldopay,2015,"Chennai, Tamil Nadu, India",Mobile Payments,Mobile Wallet Focusing on hassle free checkout via Finger Print & OTP.,N/A,N/A,200000,Seed,2018,
2676,Detect Technologies,2015,"Chennai, Tamil Nadu, India","Artificial Intelligence, Energy, Oil and Gas",Completely automated remote control system.,N/A,N/A,3300000,SeriesA,2018,
2677,Signzy,2015,"Bangalore, Karnataka, India","Computer, FinTech, Risk Management, Software",Signzy are creating 'building blocks for a Digital Trust system.,N/A,N/A,3504000,SeriesA,2018,
2678,CashRich,2015,"Mumbai, Maharashtra, India","Apps, Financial Services, FinTech",A Mumbai-based fin-tech startup,N/A,N/A,1000000,Seed,2018,
2679,Cloudnine Hospitals,2015,"Bangalore, Karnataka, India","Child Care, Health Care, Hospital, Medical, Women's",Cloudnine is an Indian chain of women and child care hospitals.,N/A,N/A,0,PrivateEquity,2018,
2680,CropIn Technologies,2015,"Bengaluru, Karnataka, India","Agriculture, Mobile","To discover, develop and deliver innovative solution in Agtech Space",N/A,N/A,8468000,SeriesB,2018,
2681,Billdesk,2015,"Ahmedabad, Gujarat, India","Finance, FinTech, Payments, Property Development, Rental","BillDesk, a property of IndiaIdeas.com Ltd. was conceived in early 2000 to solve the frustrations of most of us when it comes to paying",N/A,N/A,0,Venture-SeriesUnknown,2018,
2682,Yaantra,2015,"Delhi, Delhi, India","Information Services, Information Technology, Mobile, Software","Yaantra, India’s leading mobile phone repair, refurbished & Unboxed centre In India",N/A,N/A,2000000,DebtFinancing,2018,
2683,TECHBOOZE,2015,"New Delhi, Delhi, India",Education,"Techbooze[1] ""AN OPEN FORUM"" is an educational enterprise, headquartered in India working across the country.",N/A,N/A,100000,Seed,2018,
2684,HealthifyMe,2015,"Bangalore, Karnataka, India","Apps, Fitness, Health Care, mHealth",HealthifyMe is an application that allows its users to achieve their fitness and weight loss goals from their computers and smartphones.,N/A,N/A,6000000,SeriesB,2018,
2685,hoi foods,2015,"Gurgaon, Haryana, India","Food and Beverage, Food Delivery",India's first hotel dedicated food brand which promises great in room dining experience in budget hotels,N/A,N/A,525600,Seed,2018,
2686,Perpule,2015,"Bangalore, Karnataka, India","Apps, Payments, Retail",Perpule is a self-checkout product for retail outlets to enhance the shopping experience of the customers.,N/A,N/A,4964000,SeriesA,2018,
2687,Royal Sundaram General Insurance Co. Limited,2015,"Kalpakkam, Tamil Nadu, India","Health Insurance, Insurance, Life Insurance","Royal Sundaram provides comprehensive insurance plans and innovative insurance solutions to individuals, families and businesses.",N/A,N/A,210000000,CorporateRound,2018,
2688,CleanseCar,2015,"Bangalore, Karnataka, India",Automotive,CleanseCar is a company provides Washing and Repair Services.,N/A,N/A,511000,Angel,2018,Automotive
2689,DRIVEU,2015,"Bengaluru, Karnataka, India","Rental, Taxi Service, Travel",DriveU is a convenient and a quick way of getting on demand drivers for consumers and businesses,N/A,N/A,1022000,Venture-SeriesUnknown,2018,
2690,Spinny,2015,"Gurgaon, Haryana, India","E-Commerce, E-Commerce Platforms, Internet, Retail",Used cars marketplace in India. Ushering new era of transparency and convenience.,N/A,N/A,11000000,SeriesA,2018,
2691,Asset Reconstruction Company (India) Ltd.,2015,"Mumbai, Maharashtra, India","Financial Services, Professional Services",Asset Reconstruction Company (India) Ltd. operates as a asset reconstruction company.,N/A,N/A,0,SecondaryMarket,2018,
2692,Med365 Healthcare,2015,"Jaipur, Rajasthan, India",Health Diagnostics,"Wellness, Specialised Testing, Healthcare at Home",N/A,N/A,730000,Seed,2018,
2693,Dunzo,2015,"Bangalore, Karnataka, India","Customer Service, Messaging, Mobile Apps, Personalization",Dunzo is an app that connects you with the nearest available delivery partner to pickup or deliver items for you.,N/A,N/A,1022000,DebtFinancing,2018,
2694,Mobile Premier League (MPL),2015,"Bengaluru, Karnataka, India","Gaming, iOS, Sports",Mobile Premier League(MPL) is a skill based E-Sports platform where you can play your favourite mobile games and win real cash always.,N/A,N/A,5000000,SeriesA,2018,
2695,WalMart India,2015,"Gurgaon, Haryana, India",Retail,"Wal-Mart India Private Limited is a wholly owned subsidiary of Walmart Stores Inc.,",N/A,N/A,37680000,Venture-SeriesUnknown,2018,
2696,Cred,2015,"Bengaluru, Karnataka, India",—,Cred is a platform to celebrate and reward the most creditworthy people of India.,N/A,N/A,0,Seed,2018,
2697,Meesho,2015,"Bangalore, Karnataka, India","E-Commerce, E-Commerce Platforms, Internet, Mobile Apps, Social Media","Meesho is an online reseller network of housewives and SMBs, who sell products within their network on social channels.",N/A,N/A,50000000,SeriesC,2018,
2698,BhaskarGuru,2015,"Bhopal, Madhya Pradesh, India",Search Engine,Bhaskarguru.com is your local search Engine,N/A,N/A,1000000,Seed,2018,
2699,Gugu,2015,"Coimbatore, Tamil Nadu, India","Battery, Electric Vehicle, Energy, Renewable Energy, Transportation",Gugu designs & Sells all Electric Connected Two-wheeler's with Network of Open & Free Fast charging Stations across India.,N/A,N/A,250000,Seed,2018,
2700,FarmTaaza,2015,"Bengaluru, Karnataka, India","Agriculture, Farmers Market, Farming",Farm Taaza provides expert advice to the farmers on improving the yield and improving the field operations of the farmer.,N/A,N/A,0,SeriesA,2018,
2701,Vizzbee,2015,"Bhopal, Madhya Pradesh, India","Artificial Intelligence, Drones, Navigation, Packaging Services, Robotics",Autonomous Drone Solutions for last mile delivery as well as search and rescue,N/A,N/A,20000,Pre-Seed,2018,
2702,BIGPHI TECHNOLOGIES PVT. LTD.,2015,"Bangalore, Karnataka, India",Fashion,BIGPHI technologies is the India's first technologically advanced apparel and wearable company.,N/A,N/A,900000,Angel,2018,
2703,Mobycy,2015,"Gurgaon, Haryana, India","Fitness, GreenTech, Internet of Things, Mobile Apps, Ride Sharing, Transportation",India's 1st Dockless Bicycle Sharing App,N/A,N/A,0,Angel,2018,
2704,Traveo Soft Pvt. Ltd.,2015,"Bangalore, Karnataka, India","Mobile, Software, Travel",AI based Business Travel & Expense management,N/A,N/A,17520,Undisclosed,2018,
2705,Em Personal Care,2015,"Worli, Maharashtra, India",Cosmetics,Em Personal Care is a Cosmetic products manufacturing Company.,N/A,N/A,0,Seed,2018,
2706,Lucideus,2015,"New Delhi, Delhi, India","Consulting, Cyber Security, Network Security","Lucideus is a cybersecurity company that offers its customers with consultancy, training, and solutions to counteract cyber-attacks.",N/A,N/A,5000000,Venture-SeriesUnknown,2018,
